index,maquina,data
34316,94,2015-08-28
12252,34,2015-06-02
12954,36,2015-05-02
9303,26,2015-05-16
29266,80,2015-11-16
18052,50,2015-04-04
13214,37,2015-01-16
16115,44,2015-12-20
1625,5,2015-06-10
10091,28,2015-07-11
22506,62,2015-06-02
13325,37,2015-05-07
20659,57,2015-05-16
25591,70,2015-11-03
3233,9,2015-10-31
32473,89,2015-08-17
7535,21,2015-07-22
12482,35,2015-01-17
6956,19,2015-12-22
16871,47,2015-01-12
12692,35,2015-08-15
17252,48,2015-01-27
13890,38,2015-11-22
14429,40,2015-05-12
13545,37,2015-12-13
19396,53,2015-12-04
33171,91,2015-07-13
29382,81,2015-03-11
11760,33,2015-01-28
32966,90,2015-12-21
19630,54,2015-07-25
7416,21,2015-03-25
36040,99,2015-05-10
28647,79,2015-03-08
12202,34,2015-04-13
18979,52,2015-10-15
16960,47,2015-04-11
31263,86,2015-04-29
10018,28,2015-04-29
7651,21,2015-11-14
34401,94,2015-11-20
19681,54,2015-09-14
10363,29,2015-04-08
34484,95,2015-02-10
21706,60,2015-03-26
27586,76,2015-04-14
19567,54,2015-05-23
13395,37,2015-07-16
26187,72,2015-06-19
8182,23,2015-04-25
15499,43,2015-04-14
31354,86,2015-07-29
22680,62,2015-11-23
18278,50,2015-11-16
20281,56,2015-05-05
8709,24,2015-10-03
32921,90,2015-11-06
32917,90,2015-11-02
6779,19,2015-06-28
1564,5,2015-04-10
33677,92,2015-11-29
722,2,2015-12-22
6571,18,2015-12-03
27659,76,2015-06-26
35855,98,2015-11-07
14585,40,2015-10-15
19613,54,2015-07-08
34458,95,2015-01-15
1158,4,2015-03-01
11161,31,2015-06-12
20893,58,2015-01-04
6853,19,2015-09-10
3360,10,2015-03-06
2403,7,2015-07-25
26022,72,2015-01-05
31128,85,2015-12-16
29272,80,2015-11-22
28831,79,2015-09-08
5429,15,2015-10-25
2701,8,2015-05-18
26695,73,2015-11-07
14223,39,2015-10-19
19490,54,2015-03-07
16973,47,2015-04-24
32553,89,2015-11-05
4275,12,2015-09-03
28888,79,2015-11-04
31880,88,2015-01-04
32358,89,2015-04-24
18505,51,2015-06-30
900,3,2015-06-17
15831,44,2015-03-11
9748,27,2015-08-03
25774,71,2015-05-03
31909,88,2015-02-02
13128,36,2015-10-23
20198,56,2015-02-11
9270,26,2015-04-13
34291,94,2015-08-03
17883,49,2015-10-18
2852,8,2015-10-16
7451,21,2015-04-29
3226,9,2015-10-24
11117,31,2015-04-29
31414,86,2015-09-27
21078,58,2015-07-08
10275,29,2015-01-10
1778,5,2015-11-10
34062,93,2015-12-18
8146,23,2015-03-20
29359,81,2015-02-16
30291,83,2015-09-03
35354,97,2015-06-27
18996,52,2015-10-31
16289,45,2015-06-11
13674,38,2015-04-20
20593,57,2015-03-11
6998,20,2015-02-01
23645,65,2015-07-12
23220,64,2015-05-14
31562,87,2015-02-21
7826,22,2015-05-06
35595,98,2015-02-22
22118,61,2015-05-11
26494,73,2015-04-20
14785,41,2015-05-02
14638,40,2015-12-07
35204,97,2015-01-28
13540,37,2015-12-08
26557,73,2015-06-22
35238,97,2015-03-03
19555,54,2015-05-11
33217,91,2015-08-28
14358,40,2015-03-02
31388,86,2015-09-01
8833,25,2015-02-03
10887,30,2015-09-12
7481,21,2015-05-29
7521,21,2015-07-08
26883,74,2015-05-13
15546,43,2015-05-31
1548,5,2015-03-25
21316,59,2015-03-02
732,2,2016-01-01
25003,69,2015-03-26
5748,16,2015-09-05
12257,34,2015-06-07
35986,99,2015-03-17
11248,31,2015-09-07
14923,41,2015-09-17
4025,11,2015-12-29
22132,61,2015-05-25
9365,26,2015-07-17
10704,30,2015-03-14
27542,76,2015-03-01
31828,87,2015-11-14
14186,39,2015-09-12
32863,90,2015-09-09
12604,35,2015-05-19
32697,90,2015-03-28
16324,45,2015-07-16
286,1,2015-10-14
23770,65,2015-11-13
13282,37,2015-03-25
25455,70,2015-06-20
14117,39,2015-07-05
19301,53,2015-08-31
24473,67,2015-10-14
21310,59,2015-02-24
33944,93,2015-08-22
10863,30,2015-08-19
3633,10,2015-12-04
13123,36,2015-10-18
14900,41,2015-08-25
18378,51,2015-02-23
19961,55,2015-06-20
13728,38,2015-06-13
14550,40,2015-09-10
28084,77,2015-08-24
20688,57,2015-06-14
21012,58,2015-05-03
2147,6,2015-11-13
16792,46,2015-10-26
5532,16,2015-02-02
36426,100,2015-05-30
1818,5,2015-12-20
16393,45,2015-09-23
34772,95,2015-11-25
32315,89,2015-03-12
15970,44,2015-07-28
12494,35,2015-01-29
29182,80,2015-08-24
12225,34,2015-05-06
36442,100,2015-06-15
22997,63,2015-10-04
18243,50,2015-10-12
25041,69,2015-05-03
29501,81,2015-07-08
21481,59,2015-08-14
33663,92,2015-11-15
6211,17,2015-12-09
4153,12,2015-05-04
12558,35,2015-04-03
10951,30,2015-11-15
18070,50,2015-04-22
8823,25,2015-01-24
19821,55,2015-01-31
14662,40,2015-12-31
27637,76,2015-06-04
23198,64,2015-04-22
13850,38,2015-10-13
21751,60,2015-05-10
9904,28,2015-01-05
13561,37,2015-12-29
31611,87,2015-04-11
3470,10,2015-06-24
30825,85,2015-02-16
17360,48,2015-05-15
20882,57,2015-12-25
7414,21,2015-03-23
30488,84,2015-03-17
219,1,2015-08-08
19115,53,2015-02-26
23095,64,2015-01-09
12142,34,2015-02-12
30610,84,2015-07-17
28853,79,2015-09-30
24236,67,2015-02-19
27120,75,2015-01-04
23678,65,2015-08-14
12489,35,2015-01-24
34268,94,2015-07-11
30443,84,2015-01-31
27170,75,2015-02-23
7141,20,2015-06-24
12404,34,2015-11-01
27431,75,2015-11-11
34571,95,2015-05-08
84,1,2015-03-26
28658,79,2015-03-19
12483,35,2015-01-18
11202,31,2015-07-23
5549,16,2015-02-19
24516,67,2015-11-26
23820,66,2015-01-01
2342,7,2015-05-25
29,1,2015-01-30
5461,15,2015-11-25
23750,65,2015-10-24
12357,34,2015-09-15
35180,97,2015-01-05
29172,80,2015-08-14
6257,18,2015-01-23
25772,71,2015-05-01
22479,62,2015-05-06
30143,83,2015-04-09
24204,67,2015-01-18
12197,34,2015-04-08
9051,25,2015-09-07
14214,39,2015-10-10
21799,60,2015-06-27
6105,17,2015-08-26
274,1,2015-10-02
20876,57,2015-12-19
3173,9,2015-09-01
4850,14,2015-03-27
5248,15,2015-04-27
31721,87,2015-07-30
20679,57,2015-06-05
18271,50,2015-11-09
14549,40,2015-09-09
28833,79,2015-09-10
21380,59,2015-05-05
25750,71,2015-04-09
3489,10,2015-07-13
35488,97,2015-11-08
20475,56,2015-11-14
35518,97,2015-12-08
5568,16,2015-03-10
35826,98,2015-10-09
15789,44,2015-01-28
2251,7,2015-02-23
27558,76,2015-03-17
34235,94,2015-06-08
5169,15,2015-02-07
29673,81,2015-12-27
26628,73,2015-09-01
30083,83,2015-02-08
32666,90,2015-02-25
22966,63,2015-09-03
35785,98,2015-08-29
8707,24,2015-10-01
5580,16,2015-03-22
4157,12,2015-05-08
14807,41,2015-05-24
32701,90,2015-04-01
4735,13,2015-12-04
2980,9,2015-02-20
14856,41,2015-07-12
11728,32,2015-12-28
15877,44,2015-04-26
8918,25,2015-04-29
5726,16,2015-08-14
18845,52,2015-06-03
3774,11,2015-04-22
613,2,2015-09-04
23516,65,2015-03-05
19653,54,2015-08-17
25307,70,2015-01-23
36121,99,2015-07-30
15260,42,2015-08-19
27255,75,2015-05-19
12447,34,2015-12-14
17375,48,2015-05-30
33908,93,2015-07-17
1607,5,2015-05-23
17054,47,2015-07-14
17320,48,2015-04-05
22458,62,2015-04-15
5236,15,2015-04-15
18403,51,2015-03-20
28421,78,2015-07-26
9583,27,2015-02-19
31905,88,2015-01-29
21241,58,2015-12-18
9473,26,2015-11-02
23383,64,2015-10-24
23701,65,2015-09-05
20728,57,2015-07-24
316,1,2015-11-13
20687,57,2015-06-13
26750,73,2016-01-01
16608,46,2015-04-25
2808,8,2015-09-02
21551,59,2015-10-23
1110,4,2015-01-12
4633,13,2015-08-24
29861,82,2015-07-02
17235,48,2015-01-10
32710,90,2015-04-10
29193,80,2015-09-04
25191,69,2015-09-30
1303,4,2015-07-24
3345,10,2015-02-19
21084,58,2015-07-14
14848,41,2015-07-04
19639,54,2015-08-03
23862,66,2015-02-12
30612,84,2015-07-19
10911,30,2015-10-06
13573,38,2015-01-09
4993,14,2015-08-17
27904,77,2015-02-25
24303,67,2015-04-27
18398,51,2015-03-15
26180,72,2015-06-12
19622,54,2015-07-17
25406,70,2015-05-02
18142,50,2015-07-03
20967,58,2015-03-19
10399,29,2015-05-14
5162,15,2015-01-31
7928,22,2015-08-15
1491,5,2015-01-27
23653,65,2015-07-20
649,2,2015-10-10
7836,22,2015-05-16
413,2,2015-02-17
23172,64,2015-03-27
20493,56,2015-12-02
27100,74,2015-12-16
5939,17,2015-03-14
18669,51,2015-12-11
21345,59,2015-03-31
2160,6,2015-11-26
23677,65,2015-08-13
505,2,2015-05-19
8135,23,2015-03-09
3778,11,2015-04-26
5703,16,2015-07-22
26874,74,2015-05-04
13520,37,2015-11-18
6307,18,2015-03-14
15920,44,2015-06-08
22853,63,2015-05-13
15517,43,2015-05-02
23824,66,2015-01-05
20269,56,2015-04-23
5164,15,2015-02-02
853,3,2015-05-01
32545,89,2015-10-28
20987,58,2015-04-08
19593,54,2015-06-18
2879,8,2015-11-12
19667,54,2015-08-31
21298,59,2015-02-12
23110,64,2015-01-24
26818,74,2015-03-09
23648,65,2015-07-15
13782,38,2015-08-06
10762,30,2015-05-11
5554,16,2015-02-24
27613,76,2015-05-11
24489,67,2015-10-30
32403,89,2015-06-08
254,1,2015-09-12
27882,77,2015-02-03
11432,32,2015-03-08
2081,6,2015-09-08
10794,30,2015-06-12
24800,68,2015-09-05
6401,18,2015-06-16
3436,10,2015-05-21
28901,79,2015-11-17
30018,82,2015-12-06
11921,33,2015-07-07
17276,48,2015-02-20
15395,42,2016-01-01
24920,69,2015-01-02
32354,89,2015-04-20
34072,93,2015-12-28
5459,15,2015-11-23
2,1,2015-01-03
13035,36,2015-07-22
22812,63,2015-04-02
8934,25,2015-05-15
30002,82,2015-11-20
26664,73,2015-10-07
25456,70,2015-06-21
15105,42,2015-03-17
21028,58,2015-05-19
25335,70,2015-02-20
33247,91,2015-09-27
15562,43,2015-06-16
7357,21,2015-01-25
22508,62,2015-06-04
31635,87,2015-05-05
16350,45,2015-08-11
31925,88,2015-02-18
16183,45,2015-02-25
5859,16,2015-12-25
35052,96,2015-08-31
20500,56,2015-12-09
11120,31,2015-05-02
245,1,2015-09-03
33652,92,2015-11-04
2477,7,2015-10-07
21879,60,2015-09-15
30994,85,2015-08-04
3855,11,2015-07-12
7550,21,2015-08-06
22038,61,2015-02-20
24855,68,2015-10-30
24681,68,2015-05-09
25877,71,2015-08-14
8767,24,2015-11-30
15326,42,2015-10-24
32423,89,2015-06-28
29873,82,2015-07-14
17791,49,2015-07-19
10928,30,2015-10-23
491,2,2015-05-05
3644,10,2015-12-15
15029,41,2016-01-01
28927,79,2015-12-13
4504,13,2015-04-18
6762,19,2015-06-11
32155,88,2015-10-05
18889,52,2015-07-17
36176,99,2015-09-23
34274,94,2015-07-17
6580,18,2015-12-12
4449,13,2015-02-23
7794,22,2015-04-04
7760,22,2015-03-02
29258,80,2015-11-08
10604,29,2015-12-05
33558,92,2015-08-02
29688,82,2015-01-10
156,1,2015-06-06
3067,9,2015-05-18
6444,18,2015-07-29
25627,70,2015-12-09
12700,35,2015-08-23
6045,17,2015-06-27
15444,43,2015-02-18
4617,13,2015-08-09
2199,7,2015-01-03
12053,33,2015-11-16
26946,74,2015-07-15
8116,23,2015-02-18
4627,13,2015-08-19
30657,84,2015-09-02
32932,90,2015-11-17
24781,68,2015-08-17
11335,31,2015-12-02
33621,92,2015-10-04
11684,32,2015-11-14
22877,63,2015-06-06
18585,51,2015-09-18
8029,22,2015-11-24
35526,97,2015-12-16
2738,8,2015-06-24
16928,47,2015-03-10
12804,35,2015-12-04
10112,28,2015-08-01
7485,21,2015-06-02
32168,88,2015-10-18
4047,12,2015-01-18
31841,87,2015-11-27
1793,5,2015-11-25
16919,47,2015-03-01
30728,84,2015-11-12
8626,24,2015-07-12
249,1,2015-09-07
26951,74,2015-07-20
15959,44,2015-07-17
1639,5,2015-06-24
18482,51,2015-06-07
14184,39,2015-09-10
20007,55,2015-08-05
27047,74,2015-10-24
21429,59,2015-06-23
23372,64,2015-10-13
18210,50,2015-09-09
16729,46,2015-08-24
36603,100,2015-11-23
4661,13,2015-09-21
26939,74,2015-07-08
5393,15,2015-09-19
25551,70,2015-09-24
16957,47,2015-04-08
15471,43,2015-03-17
7619,21,2015-10-13
4336,12,2015-11-03
13591,38,2015-01-27
7226,20,2015-09-17
121,1,2015-05-02
34587,95,2015-05-24
25604,70,2015-11-16
27910,77,2015-03-03
27791,76,2015-11-05
8714,24,2015-10-08
7498,21,2015-06-15
8413,23,2015-12-12
28231,78,2015-01-17
20951,58,2015-03-03
22654,62,2015-10-28
4958,14,2015-07-13
35619,98,2015-03-18
9284,26,2015-04-27
9746,27,2015-08-01
12062,33,2015-11-25
19190,53,2015-05-12
24548,67,2015-12-28
17208,47,2015-12-15
24925,69,2015-01-07
28617,79,2015-02-06
11360,31,2015-12-27
35458,97,2015-10-09
28753,79,2015-06-22
25682,71,2015-01-31
10665,30,2015-02-03
23064,63,2015-12-10
29023,80,2015-03-18
18694,52,2015-01-04
25420,70,2015-05-16
16785,46,2015-10-19
7385,21,2015-02-22
6214,17,2015-12-12
27881,77,2015-02-02
8505,24,2015-03-13
99,1,2015-04-10
24048,66,2015-08-16
33536,92,2015-07-11
323,1,2015-11-20
19955,55,2015-06-14
30116,83,2015-03-13
20156,55,2016-01-01
22170,61,2015-07-02
9190,26,2015-01-23
2076,6,2015-09-03
26015,71,2015-12-30
28540,78,2015-11-22
20176,56,2015-01-20
34114,94,2015-02-07
19766,54,2015-12-08
32072,88,2015-07-15
7388,21,2015-02-25
17800,49,2015-07-28
17679,49,2015-03-29
16417,45,2015-10-17
30011,82,2015-11-29
239,1,2015-08-28
23398,64,2015-11-08
27268,75,2015-06-01
10932,30,2015-10-27
2931,9,2015-01-02
1471,5,2015-01-07
29296,80,2015-12-16
14388,40,2015-04-01
24797,68,2015-09-02
17821,49,2015-08-18
26591,73,2015-07-26
2437,7,2015-08-28
2370,7,2015-06-22
17785,49,2015-07-13
21534,59,2015-10-06
3010,9,2015-03-22
3229,9,2015-10-27
6286,18,2015-02-21
30359,83,2015-11-10
6151,17,2015-10-11
28191,77,2015-12-09
27422,75,2015-11-02
968,3,2015-08-24
8043,22,2015-12-08
11349,31,2015-12-16
4851,14,2015-03-28
29515,81,2015-07-22
15202,42,2015-06-22
32306,89,2015-03-03
19722,54,2015-10-25
35058,96,2015-09-06
17483,48,2015-09-15
31835,87,2015-11-21
10485,29,2015-08-08
27110,74,2015-12-26
5163,15,2015-02-01
8984,25,2015-07-03
23592,65,2015-05-20
33526,92,2015-07-01
1780,5,2015-11-12
12229,34,2015-05-10
14762,41,2015-04-09
6130,17,2015-09-20
29418,81,2015-04-16
26612,73,2015-08-16
8031,22,2015-11-26
16996,47,2015-05-17
8578,24,2015-05-25
34046,93,2015-12-02
12455,34,2015-12-22
34278,94,2015-07-21
36632,100,2015-12-22
25904,71,2015-09-10
15751,43,2015-12-22
8025,22,2015-11-20
20853,57,2015-11-26
18751,52,2015-03-01
13663,38,2015-04-09
32302,89,2015-02-27
31797,87,2015-10-14
12847,36,2015-01-15
22525,62,2015-06-21
2671,8,2015-04-18
7880,22,2015-06-28
5513,16,2015-01-14
26736,73,2015-12-18
29062,80,2015-04-26
25685,71,2015-02-03
11625,32,2015-09-16
14326,40,2015-01-29
14873,41,2015-07-29
13644,38,2015-03-21
31434,86,2015-10-17
9701,27,2015-06-17
4440,13,2015-02-14
11002,31,2015-01-04
9892,27,2015-12-25
26558,73,2015-06-23
27829,76,2015-12-13
19899,55,2015-04-19
33502,92,2015-06-07
4067,12,2015-02-07
9560,27,2015-01-27
34535,95,2015-04-02
26259,72,2015-08-30
10070,28,2015-06-20
1542,5,2015-03-19
743,3,2015-01-11
21221,58,2015-11-28
14860,41,2015-07-16
4900,14,2015-05-16
15772,44,2015-01-11
1853,6,2015-01-23
33996,93,2015-10-13
2507,7,2015-11-06
4734,13,2015-12-03
18464,51,2015-05-20
12739,35,2015-09-30
311,1,2015-11-08
31108,85,2015-11-26
3085,9,2015-06-05
34499,95,2015-02-25
17992,50,2015-02-03
12931,36,2015-04-09
13702,38,2015-05-18
25799,71,2015-05-28
34309,94,2015-08-21
17009,47,2015-05-30
30945,85,2015-06-16
3397,10,2015-04-12
20177,56,2015-01-21
28774,79,2015-07-13
22625,62,2015-09-29
24088,66,2015-09-25
14661,40,2015-12-30
26377,72,2015-12-26
29412,81,2015-04-10
25653,71,2015-01-03
25935,71,2015-10-11
28253,78,2015-02-08
6844,19,2015-09-01
35541,97,2015-12-31
28929,79,2015-12-15
19698,54,2015-10-01
35749,98,2015-07-24
2198,7,2015-01-02
1095,3,2015-12-29
26165,72,2015-05-28
107,1,2015-04-18
10188,28,2015-10-16
13257,37,2015-02-28
8950,25,2015-05-31
31621,87,2015-04-21
3458,10,2015-06-12
12256,34,2015-06-06
15199,42,2015-06-19
14239,39,2015-11-04
20333,56,2015-06-26
19977,55,2015-07-06
22658,62,2015-11-01
23997,66,2015-06-26
20417,56,2015-09-18
19659,54,2015-08-23
30865,85,2015-03-28
2004,6,2015-06-23
34606,95,2015-06-12
6198,17,2015-11-26
16064,44,2015-10-30
21792,60,2015-06-20
2811,8,2015-09-05
12469,35,2015-01-04
2761,8,2015-07-17
25574,70,2015-10-17
17307,48,2015-03-23
6708,19,2015-04-18
25076,69,2015-06-07
7364,21,2015-02-01
31012,85,2015-08-22
7917,22,2015-08-04
26624,73,2015-08-28
33831,93,2015-05-01
6672,19,2015-03-13
2019,6,2015-07-08
22825,63,2015-04-15
23765,65,2015-11-08
1333,4,2015-08-23
11329,31,2015-11-26
20439,56,2015-10-09
10199,28,2015-10-27
19079,53,2015-01-21
36350,100,2015-03-15
26661,73,2015-10-04
7231,20,2015-09-22
9008,25,2015-07-27
3267,9,2015-12-04
22790,63,2015-03-11
4287,12,2015-09-15
34419,94,2015-12-08
24859,68,2015-11-03
11689,32,2015-11-19
4999,14,2015-08-23
5567,16,2015-03-09
23658,65,2015-07-25
6915,19,2015-11-11
25561,70,2015-10-04
19974,55,2015-07-03
25349,70,2015-03-06
25473,70,2015-07-08
29466,81,2015-06-03
33462,92,2015-04-28
21309,59,2015-02-23
12133,34,2015-02-03
9128,25,2015-11-23
1842,6,2015-01-12
8149,23,2015-03-23
21072,58,2015-07-02
13094,36,2015-09-19
21556,59,2015-10-28
30253,83,2015-07-27
27131,75,2015-01-15
29776,82,2015-04-08
16293,45,2015-06-15
15067,42,2015-02-07
13833,38,2015-09-26
5354,15,2015-08-11
1667,5,2015-07-22
30772,84,2015-12-26
3201,9,2015-09-29
35259,97,2015-03-24
26104,72,2015-03-28
20993,58,2015-04-14
32557,89,2015-11-09
18090,50,2015-05-12
27243,75,2015-05-07
29607,81,2015-10-22
35085,96,2015-10-03
29628,81,2015-11-12
29772,82,2015-04-04
679,2,2015-11-09
16239,45,2015-04-22
10750,30,2015-04-29
29590,81,2015-10-05
4303,12,2015-10-01
35964,99,2015-02-23
8024,22,2015-11-19
32269,89,2015-01-25
17162,47,2015-10-30
15267,42,2015-08-26
15711,43,2015-11-12
34238,94,2015-06-11
20704,57,2015-06-30
9404,26,2015-08-25
5465,15,2015-11-29
13996,39,2015-03-06
17969,50,2015-01-11
36412,100,2015-05-16
26207,72,2015-07-09
19513,54,2015-03-30
31773,87,2015-09-20
6715,19,2015-04-25
24058,66,2015-08-26
25362,70,2015-03-19
33876,93,2015-06-15
33127,91,2015-05-30
24936,69,2015-01-18
22813,63,2015-04-03
23418,64,2015-11-28
7209,20,2015-08-31
7798,22,2015-04-08
36356,100,2015-03-21
32224,88,2015-12-12
23625,65,2015-06-22
28442,78,2015-08-16
15022,41,2015-12-25
7395,21,2015-03-04
29260,80,2015-11-10
3030,9,2015-04-11
3375,10,2015-03-21
1874,6,2015-02-13
22071,61,2015-03-25
28828,79,2015-09-05
30308,83,2015-09-20
15363,42,2015-11-30
10494,29,2015-08-17
24185,66,2015-12-31
21976,60,2015-12-21
5760,16,2015-09-17
28386,78,2015-06-21
33435,92,2015-04-02
25440,70,2015-06-05
13804,38,2015-08-28
30969,85,2015-07-10
17557,48,2015-11-28
35642,98,2015-04-10
27919,77,2015-03-12
31017,85,2015-08-27
28275,78,2015-03-02
9858,27,2015-11-21
28737,79,2015-06-06
12850,36,2015-01-18
17857,49,2015-09-22
35446,97,2015-09-27
2562,7,2015-12-31
7151,20,2015-07-04
11409,32,2015-02-13
23699,65,2015-09-03
2392,7,2015-07-14
17514,48,2015-10-16
36583,100,2015-11-03
5111,14,2015-12-13
23380,64,2015-10-21
20350,56,2015-07-13
9523,26,2015-12-22
6443,18,2015-07-28
16327,45,2015-07-19
15227,42,2015-07-17
24143,66,2015-11-19
23783,65,2015-11-26
2631,8,2015-03-09
28480,78,2015-09-23
8947,25,2015-05-28
7723,22,2015-01-24
19470,54,2015-02-15
33963,93,2015-09-10
25557,70,2015-09-30
11497,32,2015-05-12
22115,61,2015-05-08
5299,15,2015-06-17
30489,84,2015-03-18
31685,87,2015-06-24
677,2,2015-11-07
8838,25,2015-02-08
549,2,2015-07-02
22815,63,2015-04-05
29488,81,2015-06-25
21098,58,2015-07-28
30068,83,2015-01-24
5322,15,2015-07-10
29957,82,2015-10-06
19911,55,2015-05-01
13414,37,2015-08-04
21952,60,2015-11-27
21839,60,2015-08-06
14234,39,2015-10-30
19754,54,2015-11-26
1999,6,2015-06-18
7386,21,2015-02-23
18164,50,2015-07-25
11867,33,2015-05-14
29756,82,2015-03-19
24543,67,2015-12-23
31373,86,2015-08-17
1980,6,2015-05-30
4008,11,2015-12-12
30576,84,2015-06-13
9097,25,2015-10-23
11408,32,2015-02-12
8982,25,2015-07-01
15217,42,2015-07-07
69,1,2015-03-11
5386,15,2015-09-12
18020,50,2015-03-03
32647,90,2015-02-06
9720,27,2015-07-06
22950,63,2015-08-18
281,1,2015-10-09
20340,56,2015-07-03
2843,8,2015-10-07
13192,36,2015-12-26
5547,16,2015-02-17
15829,44,2015-03-09
22383,62,2015-01-30
1799,5,2015-12-01
18633,51,2015-11-05
18321,50,2015-12-29
26443,73,2015-02-28
30309,83,2015-09-21
2576,8,2015-01-13
21762,60,2015-05-21
29652,81,2015-12-06
8394,23,2015-11-23
13203,37,2015-01-05
1573,5,2015-04-19
11277,31,2015-10-06
27278,75,2015-06-11
4318,12,2015-10-16
20368,56,2015-07-31
6389,18,2015-06-04
30330,83,2015-10-12
31379,86,2015-08-23
5837,16,2015-12-03
12204,34,2015-04-15
914,3,2015-07-01
20824,57,2015-10-28
25357,70,2015-03-14
26932,74,2015-07-01
13213,37,2015-01-15
21163,58,2015-10-01
3911,11,2015-09-06
24930,69,2015-01-12
24741,68,2015-07-08
5937,17,2015-03-12
32507,89,2015-09-20
32199,88,2015-11-18
30629,84,2015-08-05
18217,50,2015-09-16
11592,32,2015-08-14
17195,47,2015-12-02
18178,50,2015-08-08
33441,92,2015-04-08
3621,10,2015-11-22
5910,17,2015-02-13
29710,82,2015-02-01
571,2,2015-07-24
536,2,2015-06-19
14246,39,2015-11-11
31943,88,2015-03-08
24915,68,2015-12-29
13150,36,2015-11-14
3784,11,2015-05-02
4612,13,2015-08-04
19662,54,2015-08-26
9980,28,2015-03-22
15799,44,2015-02-07
28088,77,2015-08-28
7277,20,2015-11-07
35093,96,2015-10-11
21841,60,2015-08-08
2304,7,2015-04-17
7299,20,2015-11-29
13320,37,2015-05-02
7122,20,2015-06-05
23457,65,2015-01-05
33672,92,2015-11-24
22875,63,2015-06-04
29513,81,2015-07-20
25992,71,2015-12-07
20316,56,2015-06-09
32564,89,2015-11-16
10323,29,2015-02-27
13713,38,2015-05-29
15352,42,2015-11-19
3719,11,2015-02-27
6579,18,2015-12-11
2285,7,2015-03-29
1539,5,2015-03-16
5741,16,2015-08-29
22894,63,2015-06-23
25449,70,2015-06-14
20683,57,2015-06-09
21354,59,2015-04-09
554,2,2015-07-07
1458,4,2015-12-26
9241,26,2015-03-15
16220,45,2015-04-03
11782,33,2015-02-18
35958,99,2015-02-17
10755,30,2015-05-04
3386,10,2015-04-01
25428,70,2015-05-24
33259,91,2015-10-09
28822,79,2015-08-30
35614,98,2015-03-13
19626,54,2015-07-21
7066,20,2015-04-10
6671,19,2015-03-12
30224,83,2015-06-29
6665,19,2015-03-06
3488,10,2015-07-12
25163,69,2015-09-02
232,1,2015-08-21
29516,81,2015-07-23
10400,29,2015-05-15
28836,79,2015-09-13
35507,97,2015-11-27
35304,97,2015-05-08
27235,75,2015-04-29
29500,81,2015-07-07
34232,94,2015-06-05
12211,34,2015-04-22
26328,72,2015-11-07
11301,31,2015-10-30
20471,56,2015-11-10
211,1,2015-07-31
10063,28,2015-06-13
36621,100,2015-12-11
12909,36,2015-03-18
11328,31,2015-11-25
27950,77,2015-04-12
31323,86,2015-06-28
34128,94,2015-02-21
11824,33,2015-04-01
26839,74,2015-03-30
5011,14,2015-09-04
10100,28,2015-07-20
15607,43,2015-07-31
34359,94,2015-10-10
5754,16,2015-09-11
7127,20,2015-06-10
36563,100,2015-10-14
31456,86,2015-11-08
12777,35,2015-11-07
34453,95,2015-01-10
3515,10,2015-08-08
17048,47,2015-07-08
17707,49,2015-04-26
375,2,2015-01-10
24175,66,2015-12-21
31409,86,2015-09-22
1726,5,2015-09-19
4381,12,2015-12-18
16889,47,2015-01-30
15428,43,2015-02-02
1651,5,2015-07-06
13361,37,2015-06-12
35943,99,2015-02-02
7033,20,2015-03-08
25352,70,2015-03-09
31900,88,2015-01-24
6878,19,2015-10-05
13685,38,2015-05-01
3467,10,2015-06-21
2733,8,2015-06-19
13615,38,2015-02-20
33699,92,2015-12-21
4687,13,2015-10-17
16193,45,2015-03-07
8627,24,2015-07-13
7650,21,2015-11-13
35131,96,2015-11-18
20601,57,2015-03-19
34147,94,2015-03-12
13717,38,2015-06-02
32849,90,2015-08-26
3529,10,2015-08-22
21138,58,2015-09-06
9921,28,2015-01-22
10802,30,2015-06-20
17500,48,2015-10-02
30991,85,2015-08-01
18704,52,2015-01-14
21504,59,2015-09-06
21095,58,2015-07-25
19526,54,2015-04-12
1684,5,2015-08-08
35201,97,2015-01-25
12120,34,2015-01-21
6201,17,2015-11-29
1034,3,2015-10-29
10004,28,2015-04-15
29152,80,2015-07-25
12417,34,2015-11-14
16896,47,2015-02-06
23964,66,2015-05-24
7612,21,2015-10-06
